ID Cliente,Zona,País,Tipo de producto,Canal de venta,Prioridad,Fecha pedido,ID Pedido,Fecha envío,Unidades,Precio Unitario,Coste unitario,Importe venta total,Importe Coste total
C7079,Africa,Liberia,Verduras,Online,Critica,2021-07-15,1970-01-01 00:00:00,2021-08-08,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8482,Asia,Turkmenistan,Verduras,Offline,Media,2022-07-13,1970-01-01 00:00:00,2022-08-29,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3205,Africa,Uganda,Domestico,Online,Media,2021-08-16,1970-01-01 00:00:00,2021-09-25,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9920,Africa,Lebanon,Alimento infantil,Online,Alta,2020-03-06,1970-01-01 00:00:00,2020-03-24,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3003,Europa,Switzerland,Material de oficina,Online,Media,2021-05-20,1970-01-01 00:00:00,2021-06-24,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7032,Africa,Kuwait,Verduras,Online,Alta,2020-04-02,1970-01-01 00:00:00,2020-04-05,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2289,Asia,India,Ropa,Offline,Alta,2022-03-17,1970-01-01 00:00:00,2022-04-14,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1260,Africa,Angola,Cereales,Online,Critica,2021-08-22,1970-01-01 00:00:00,2021-09-18,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8131,Asia,Uzbekistan,Bebida,Offline,Critica,2020-06-28,1970-01-01 00:00:00,2020-07-01,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5294,Europa,Latvia,Cuidado personal,Offline,Critica,2021-02-05,1970-01-01 00:00:00,2021-03-05,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2844,Africa,Ghana,Carnicos,Offline,Media,2021-12-02,1970-01-01 00:00:00,2021-12-07,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7077,Europa,Poland,Bebida,Online,Critica,2021-10-22,1970-01-01 00:00:00,2021-10-28,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6994,Asia,Mongolia,Cosmeticos,Online,Baja,2021-06-15,1970-01-01 00:00:00,2021-07-25,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5799,Asia,Vietnam,Cereales,Online,Critica,2021-12-13,1970-01-01 00:00:00,2022-01-09,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7399,Europa,United Kingdom,Cereales,Online,Baja,2020-06-29,1970-01-01 00:00:00,2020-07-27,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2903,Australia y Oceania,Vanuatu,Ropa,Offline,Baja,2020-05-31,1970-01-01 00:00:00,2020-06-15,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2125,Africa,Ethiopia,Frutas,Online,Baja,2021-02-22,1970-01-01 00:00:00,2021-02-22,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2080,Africa,Niger,Frutas,Online,Critica,2022-07-13,1970-01-01 00:00:00,2022-07-22,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9487,Africa,Central African Republic,Cuidado personal,Offline,Alta,2020-07-09,1970-01-01 00:00:00,2020-07-13,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9270,Africa,Cape Verde,Snacks,Offline,Critica,2020-01-18,1970-01-01 00:00:00,2020-01-29,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5053,Norteamerica,United States of America,Cuidado personal,Offline,Critica,2022-02-26,1970-01-01 00:00:00,2022-04-12,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5665,Africa,Sudan,Frutas,Offline,Critica,2022-07-30,1970-01-01 00:00:00,2022-09-01,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2639,Africa,Republic of the Congo,Material de oficina,Offline,Critica,2021-09-24,1970-01-01 00:00:00,2021-11-05,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1708,Australia y Oceania,Federated States of Micronesia,Frutas,Online,Critica,2020-06-10,1970-01-01 00:00:00,2020-06-10,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9311,Africa,South Sudan,Frutas,Offline,Baja,2021-05-10,1970-01-01 00:00:00,2021-06-07,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1089,Africa,Cape Verde,Frutas,Online,Media,2021-10-27,1970-01-01 00:00:00,2021-10-31,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7385,Australia y Oceania,Palau,Domestico,Offline,Alta,2020-12-31,1970-01-01 00:00:00,2021-02-18,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9749,Africa,Bahrain,Material de oficina,Offline,Baja,2021-04-29,1970-01-01 00:00:00,2021-06-12,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8429,Africa,Algeria,Material de oficina,Offline,Media,2021-05-04,1970-01-01 00:00:00,2021-05-14,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8880,Africa,Botswana,Cuidado personal,Online,Critica,2022-11-07,1970-01-01 00:00:00,2022-12-10,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8258,Africa,Seychelles,Domestico,Offline,Media,2020-12-01,1970-01-01 00:00:00,2021-01-03,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8924,Africa,The Gambia,Material de oficina,Online,Alta,2022-06-08,1970-01-01 00:00:00,2022-07-25,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4939,Africa,Guinea-Bissau,Material de oficina,Online,Baja,2021-11-02,1970-01-01 00:00:00,2021-12-21,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4571,Africa,Pakistan,Verduras,Offline,Baja,2022-07-17,1970-01-01 00:00:00,2022-08-11,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7789,Africa,Mauritania,Carnicos,Online,Media,2021-03-19,1970-01-01 00:00:00,2021-03-20,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1764,Asia,Thailand,Material de oficina,Online,Alta,2020-08-22,1970-01-01 00:00:00,2020-09-08,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1373,Africa,Afghanistan,Carnicos,Offline,Media,2022-08-01,1970-01-01 00:00:00,2022-09-20,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8693,Africa,The Gambia,Ropa,Online,Baja,2020-08-17,1970-01-01 00:00:00,2020-09-25,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8508,Africa,Oman,Carnicos,Offline,Baja,2021-08-16,1970-01-01 00:00:00,2021-08-29,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8801,Africa,Burkina Faso,Snacks,Offline,Alta,2021-05-24,1970-01-01 00:00:00,2021-06-07,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9260,Africa,Cameroon,Ropa,Offline,Media,2020-06-12,1970-01-01 00:00:00,2020-07-05,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5778,Africa,Burkina Faso,Cereales,Online,Alta,2022-07-21,1970-01-01 00:00:00,2022-08-23,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3947,Europa,Serbia,Snacks,Online,Alta,2021-11-17,1970-01-01 00:00:00,2021-12-12,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5565,Africa,Mauritius,Domestico,Offline,Critica,2021-07-26,1970-01-01 00:00:00,2021-09-09,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4134,Africa,Liberia,Material de oficina,Offline,Critica,2020-11-17,1970-01-01 00:00:00,2020-12-13,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7355,Europa,Latvia,Cuidado personal,Offline,Critica,2022-05-03,1970-01-01 00:00:00,2022-05-17,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5637,Asia,China,Ropa,Offline,Media,2021-09-16,1970-01-01 00:00:00,2021-11-01,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3589,Australia y Oceania,New Zealand,Verduras,Online,Baja,2020-11-22,1970-01-01 00:00:00,2020-12-09,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6524,Africa,Sierra Leone,Snacks,Online,Critica,2020-10-03,1970-01-01 00:00:00,2020-10-19,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6958,Europa,Bulgaria,Material de oficina,Online,Critica,2022-07-26,1970-01-01 00:00:00,2022-09-06,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7110,Africa,Somalia,Material de oficina,Offline,Critica,2020-11-05,1970-01-01 00:00:00,2020-12-07,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5403,Europa,Spain,Bebida,Offline,Alta,2021-12-17,1970-01-01 00:00:00,2022-01-25,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9962,Europa,Cyprus,Cereales,Offline,Media,2022-08-31,1970-01-01 00:00:00,2022-08-31,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7116,Africa,Namibia,Ropa,Online,Media,2020-02-12,1970-01-01 00:00:00,2020-03-05,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1896,Norteamerica,Greenland,Cereales,Offline,Alta,2021-11-19,1970-01-01 00:00:00,2022-01-01,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4538,Africa,Rwanda,Domestico,Online,Baja,2021-08-23,1970-01-01 00:00:00,2021-09-09,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7979,Centroamerica y Caribe,The Bahamas,Material de oficina,Offline,Baja,2020-08-14,1970-01-01 00:00:00,2020-09-22,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1361,Europa,Germany,Bebida,Online,Alta,2020-06-08,1970-01-01 00:00:00,2020-06-21,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1528,Europa,Cyprus,Bebida,Online,Critica,2021-09-11,1970-01-01 00:00:00,2021-10-16,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3526,Europa,Luxembourg,Snacks,Online,Critica,2022-07-15,1970-01-01 00:00:00,2022-07-25,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3108,Australia y Oceania,Tuvalu,Cereales,Online,Alta,2020-01-27,1970-01-01 00:00:00,2020-03-04,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1225,Europa,Bulgaria,Cosmeticos,Offline,Baja,2020-05-26,1970-01-01 00:00:00,2020-06-18,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8535,Asia,Bangladesh,Frutas,Offline,Alta,2020-01-04,1970-01-01 00:00:00,2020-01-20,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4899,Centroamerica y Caribe,El Salvador,Cuidado personal,Offline,Alta,2021-07-04,1970-01-01 00:00:00,2021-07-31,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6878,Asia,China,Verduras,Online,Media,2020-10-02,1970-01-01 00:00:00,2020-10-06,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9238,Asia,Mongolia,Carnicos,Online,Media,2022-08-07,1970-01-01 00:00:00,2022-08-17,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7450,Australia y Oceania,Solomon Islands,Frutas,Offline,Alta,2022-04-11,1970-01-01 00:00:00,2022-05-27,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2186,Africa,Mauritania,Cosmeticos,Offline,Baja,2021-02-23,1970-01-01 00:00:00,2021-03-19,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3821,Asia,South Korea,Verduras,Online,Media,2022-05-26,1970-01-01 00:00:00,2022-07-13,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9933,Asia,Myanmar,Material de oficina,Online,Baja,2021-01-17,1970-01-01 00:00:00,2021-02-18,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9804,Africa,Botswana,Cereales,Offline,Baja,2022-07-07,1970-01-01 00:00:00,2022-08-06,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6920,Europa,Portugal,Snacks,Offline,Critica,2021-03-11,1970-01-01 00:00:00,2021-03-20,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5468,Europa,Spain,Verduras,Offline,Critica,2021-11-16,1970-01-01 00:00:00,2021-12-11,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5839,Africa,Cote d'Ivoire,Bebida,Offline,Baja,2021-03-11,1970-01-01 00:00:00,2021-04-25,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9128,Europa,Russia,Alimento infantil,Online,Critica,2020-06-13,1970-01-01 00:00:00,2020-07-10,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3632,Australia y Oceania,Federated States of Micronesia,Ropa,Offline,Media,2021-05-15,1970-01-01 00:00:00,2021-06-25,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5351,Africa,The Gambia,Carnicos,Offline,Alta,2021-10-11,1970-01-01 00:00:00,2021-11-24,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8489,Europa,Luxembourg,Frutas,Offline,Alta,2022-10-07,1970-01-01 00:00:00,2022-10-15,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7953,Africa,Liberia,Frutas,Offline,Critica,2021-07-15,1970-01-01 00:00:00,2021-08-30,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3853,Africa,Burundi,Cosmeticos,Offline,Critica,2021-06-01,1970-01-01 00:00:00,2021-06-27,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6001,Africa,Syria,Cereales,Offline,Alta,2021-11-02,1970-01-01 00:00:00,2021-11-15,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2414,Norteamerica,United States of America,Ropa,Offline,Alta,2022-08-24,1970-01-01 00:00:00,2022-09-24,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8811,Asia,Japan,Alimento infantil,Offline,Baja,2022-08-24,1970-01-01 00:00:00,2022-10-05,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1114,Asia,Laos,Frutas,Offline,Baja,2021-01-22,1970-01-01 00:00:00,2021-02-14,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9949,Europa,Germany,Verduras,Online,Critica,2021-10-14,1970-01-01 00:00:00,2021-11-23,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8144,Norteamerica,Greenland,Cuidado personal,Online,Critica,2020-07-23,1970-01-01 00:00:00,2020-08-10,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5232,Centroamerica y Caribe,Jamaica,Carnicos,Offline,Alta,2020-08-26,1970-01-01 00:00:00,2020-09-20,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6946,Europa,Switzerland,Verduras,Online,Media,2020-01-13,1970-01-01 00:00:00,2020-02-23,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1726,Europa,Sweden,Material de oficina,Online,Media,2021-05-10,1970-01-01 00:00:00,2021-06-10,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1212,Africa,Liberia,Bebida,Online,Media,2021-12-15,1970-01-01 00:00:00,2022-01-13,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8748,Australia y Oceania,Kiribati,Alimento infantil,Offline,Media,2021-01-02,1970-01-01 00:00:00,2021-01-04,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5882,Europa,Malta,Carnicos,Online,Media,2020-12-06,1970-01-01 00:00:00,2021-01-10,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1864,Asia,Philippines,Cuidado personal,Online,Baja,2020-04-12,1970-01-01 00:00:00,2020-05-29,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2148,Africa,Comoros,Alimento infantil,Offline,Baja,2020-11-08,1970-01-01 00:00:00,2020-11-29,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3890,Europa,Liechtenstein,Domestico,Offline,Baja,2020-07-29,1970-01-01 00:00:00,2020-08-30,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9451,Africa,Lebanon,Cereales,Online,Baja,2020-08-15,1970-01-01 00:00:00,2020-08-29,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3894,Norteamerica,Greenland,Cereales,Offline,Critica,2021-02-22,1970-01-01 00:00:00,2021-04-05,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4484,Africa,Chad,Cereales,Online,Media,2022-09-13,1970-01-01 00:00:00,2022-09-15,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2190,Europa,Macedonia,Domestico,Offline,Baja,2021-12-15,1970-01-01 00:00:00,2022-01-05,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2186,Africa,United Arab Emirates,Cosmeticos,Offline,Alta,2021-09-12,1970-01-01 00:00:00,2021-10-19,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1347,Africa,Qatar,Cereales,Offline,Alta,2020-10-29,1970-01-01 00:00:00,2020-11-25,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1750,Africa,Iraq,Verduras,Online,Alta,2021-07-05,1970-01-01 00:00:00,2021-08-05,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6179,Europa,Kosovo,Material de oficina,Online,Baja,2022-01-07,1970-01-01 00:00:00,2022-02-04,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4617,Asia,Bhutan,Cosmeticos,Offline,Critica,2021-01-12,1970-01-01 00:00:00,2021-01-22,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5754,Centroamerica y Caribe,Cuba,Ropa,Offline,Alta,2021-12-02,1970-01-01 00:00:00,2021-12-10,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5479,Norteamerica,Mexico,Alimento infantil,Online,Media,2022-09-25,1970-01-01 00:00:00,2022-10-09,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9388,Africa,Cote d'Ivoire,Bebida,Online,Media,2020-07-01,1970-01-01 00:00:00,2020-07-12,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1277,Africa,Nigeria,Cereales,Offline,Alta,2021-03-20,1970-01-01 00:00:00,2021-05-02,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C1647,Australia y Oceania,Vanuatu,Material de oficina,Offline,Alta,2021-04-17,1970-01-01 00:00:00,2021-05-31,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9201,Africa,Kuwait,Verduras,Offline,Baja,2020-05-20,1970-01-01 00:00:00,2020-05-30,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5347,Africa,Namibia,Carnicos,Offline,Media,2022-11-03,1970-01-01 00:00:00,2022-11-30,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3695,Africa,Egypt,Verduras,Online,Baja,2021-12-25,1970-01-01 00:00:00,2022-02-05,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9556,Africa,Swaziland,Frutas,Offline,Critica,2021-07-15,1970-01-01 00:00:00,2021-08-26,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C6448,Centroamerica y Caribe,Antigua and Barbuda,Carnicos,Offline,Critica,2022-10-08,1970-01-01 00:00:00,2022-11-04,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5590,Asia,Sri Lanka,Verduras,Offline,Alta,2020-03-15,1970-01-01 00:00:00,2020-04-18,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5403,Europa,Liechtenstein,Bebida,Offline,Media,2020-03-15,1970-01-01 00:00:00,2020-03-30,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C5014,Africa,Angola,Material de oficina,Online,Critica,2022-05-20,1970-01-01 00:00:00,2022-05-30,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8751,Asia,Brunei,Domestico,Offline,Critica,2021-01-16,1970-01-01 00:00:00,2021-02-06,1970-01-01,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3646,Australia y Oceania,Samoa,Ropa,Offline,Critica,2020-11-23,1970-01-01 00:00:00,2021-01-02,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8933,Australia y Oceania,Marshall Islands,Frutas,Online,Baja,2021-04-30,1970-01-01 00:00:00,2021-05-20,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C8551,Africa,Democratic Republic of the Congo,Frutas,Online,Critica,2020-09-15,1970-01-01 00:00:00,2020-09-20,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C9641,Australia y Oceania,Tonga,Cosmeticos,Online,Critica,2020-08-30,1970-01-01 00:00:00,2020-08-31,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2047,Africa,Mozambique,Snacks,Offline,Critica,2021-10-15,1970-01-01 00:00:00,2021-10-17,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C7816,Africa,Kuwait,Carnicos,Online,Media,2022-03-25,1970-01-01 00:00:00,2022-04-10,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4699,Europa,Romania,Bebida,Offline,Alta,2021-12-16,1970-01-01 00:00:00,2022-01-22,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C2649,Africa,South Sudan,Cosmeticos,Online,Critica,2021-05-09,1970-01-01 00:00:00,2021-06-04,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C3324,Asia,Malaysia,Snacks,Offline,Critica,2022-08-13,1970-01-01 00:00:00,2022-09-12,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4582,Centroamerica y Caribe,Costa Rica,Snacks,Offline,Media,2022-08-22,1970-01-01 00:00:00,2022-08-30,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
C4988,Europa,Croatia,Cuidado personal,Online,Alta,2020-02-25,1970-01-01 00:00:00,2020-03-08,1970-01-01 00:00:00,1970-01-01,1970-01-01,1970-01-01 00:00:00,1970-01-01 00:00:00
